;file;name;singer;place;year;genre;lyricnumber;composer;sex;lyrics;text;words
0;17. Rambla Sur.docx;RAMBLA SUR;LARBANOIS & CARRERO;MONTEVIDEO;1988;POPULAR;17;LARBANOIS & CARRERO;MALE;['A dónde se han ido mis dieciocho años', 'La primera quincena aquellos muchachos', 'A dónde se han ido', 'Qué rumbo tomaron', 'Quién manda la vuelta', 'Dónde están parando', '', 'Quién apagó lo hornos de carbón el 31 de diciembre aquel', 'Si no hay changa en el dique que pasó', 'La barra de la bolsa dónde fue', 'Pregúntenle al gitano si no vio si no lleva en su carro por ahí', 'el tiempo del silbato de vapor', 'La usina vieja el toque, el adoquín', 'Por la calle Durazno ayer busqué aquel boliche viejo de arrabal donde el tito cabano dibujó en el aire su musa de gotán pregúntenle al gitano si no vio si no lleva en su carro por ahí el alma del convento de Cuareim la Yacumenza el power el tamboril', 'Por la madrugada y a pura garganta ya desafinado el recuerdo canta así', 'Quién apagó lo hornos de carbón el 31 de diciembre aquel', 'Si no hay changa en el dique que pasó', 'La barra de la bolsa dónde fue', 'Pregúntenle al gitano si no vio si no lleva en su carro por ahí', 'el tiempo del silbato de vapor', 'la usina vieja el toque, el adoquín', 'A dónde fue a parar la barra de la bolsa   la muchachada recuerda y canta            y un coro se hace oír como una serenata', 'que anda de ronda por la barriada', 'A dónde fue a parar la barra de la bolsa   la muchachada recuerda y canta            y un coro se hace oír como una serenata', 'que anda de ronda por la barriada'];A dónde se han ido mis dieciocho años La primera quincena aquellos muchachos A dónde se han ido Qué rumbo tomaron Quién manda la vuelta Dónde están parando  Quién apagó lo hornos de carbón el 31 de diciembre aquel Si no hay changa en el dique que pasó La barra de la bolsa dónde fue Pregúntenle al gitano si no vio si no lleva en su carro por ahí el tiempo del silbato de vapor La usina vieja el toque, el adoquín Por la calle Durazno ayer busqué aquel boliche viejo de arrabal donde el tito cabano dibujó en el aire su musa de gotán pregúntenle al gitano si no vio si no lleva en su carro por ahí el alma del convento de Cuareim la Yacumenza el power el tamboril Por la madrugada y a pura garganta ya desafinado el recuerdo canta así Quién apagó lo hornos de carbón el 31 de diciembre aquel Si no hay changa en el dique que pasó La barra de la bolsa dónde fue Pregúntenle al gitano si no vio si no lleva en su carro por ahí el tiempo del silbato de vapor la usina vieja el toque, el adoquín A dónde fue a parar la barra de la bolsa   la muchachada recuerda y canta            y un coro se hace oír como una serenata que anda de ronda por la barriada A dónde fue a parar la barra de la bolsa   la muchachada recuerda y canta            y un coro se hace oír como una serenata que anda de ronda por la barriada;['a', 'dónde', 'se', 'han', 'ido', 'mis', 'dieciocho', 'años', 'la', 'primera', 'quincena', 'aquellos', 'muchachos', 'a', 'dónde', 'se', 'han', 'ido', 'qué', 'rumbo', 'tomaron', 'quién', 'manda', 'la', 'vuelta', 'dónde', 'están', 'parando', 'quién', 'apagó', 'lo', 'hornos', 'de', 'carbón', 'el', '31', 'de', 'diciembre', 'aquel', 'si', 'no', 'hay', 'changa', 'en', 'el', 'dique', 'que', 'pasó', 'la', 'barra', 'de', 'la', 'bolsa', 'dónde', 'fue', 'pregúntenle', 'al', 'gitano', 'si', 'no', 'vio', 'si', 'no', 'lleva', 'en', 'su', 'carro', 'por', 'ahí', 'el', 'tiempo', 'del', 'silbato', 'de', 'vapor', 'la', 'usina', 'vieja', 'el', 'toque,', 'el', 'adoquín', 'por', 'la', 'calle', 'durazno', 'ayer', 'busqué', 'aquel', 'boliche', 'viejo', 'de', 'arrabal', 'donde', 'el', 'tito', 'cabano', 'dibujó', 'en', 'el', 'aire', 'su', 'musa', 'de', 'gotán', 'pregúntenle', 'al', 'gitano', 'si', 'no', 'vio', 'si', 'no', 'lleva', 'en', 'su', 'carro', 'por', 'ahí', 'el', 'alma', 'del', 'convento', 'de', 'cuareim', 'la', 'yacumenza', 'el', 'power', 'el', 'tamboril', 'por', 'la', 'madrugada', 'y', 'a', 'pura', 'garganta', 'ya', 'desafinado', 'el', 'recuerdo', 'canta', 'así', 'quién', 'apagó', 'lo', 'hornos', 'de', 'carbón', 'el', '31', 'de', 'diciembre', 'aquel', 'si', 'no', 'hay', 'changa', 'en', 'el', 'dique', 'que', 'pasó', 'la', 'barra', 'de', 'la', 'bolsa', 'dónde', 'fue', 'pregúntenle', 'al', 'gitano', 'si', 'no', 'vio', 'si', 'no', 'lleva', 'en', 'su', 'carro', 'por', 'ahí', 'el', 'tiempo', 'del', 'silbato', 'de', 'vapor', 'la', 'usina', 'vieja', 'el', 'toque,', 'el', 'adoquín', 'a', 'dónde', 'fue', 'a', 'parar', 'la', 'barra', 'de', 'la', 'bolsa', 'la', 'muchachada', 'recuerda', 'y', 'canta', 'y', 'un', 'coro', 'se', 'hace', 'oír', 'como', 'una', 'serenata', 'que', 'anda', 'de', 'ronda', 'por', 'la', 'barriada', 'a', 'dónde', 'fue', 'a', 'parar', 'la', 'barra', 'de', 'la', 'bolsa', 'la', 'muchachada', 'recuerda', 'y', 'canta', 'y', 'un', 'coro', 'se', 'hace', 'oír', 'como', 'una', 'serenata', 'que', 'anda', 'de', 'ronda', 'por', 'la', 'barriada']
1;34. Montevideo.docx;MONTEVIDEO;ANTONIO BIRABENT;MONTEVIDEO;2003;ROCK;34;ANTONIO BIRABENT;MALE;['Crucé el río tenía tanto frío', 'busqué abrigo en la gente de enfrente', 'con otros amigos otras calles y un tiempo', 'perdido y tranquilo', 'Por viejos bares', 'de Montevideo me siento libre', 'y hago lo que quiero', 'Por viejos bares', 'de Montevideo me siento libre', 'y hago lo que quiero', 'Washington se cruza con', 'Maciel ahí me esperan', 'viejas fotos de Gardel', 'Jesús me pregunta qué va a ser', 'y yo quisiera vivir con él', 'liberarme de mi cruz y pasarme las horas', 'tomando café', 'Por viejos bares de Montevideo', 'me siento libre y hago lo que quiero', 'Por viejos bares de Montevideo', 'me siento libre y hago lo que quiero', 'Ahora se resbala el sol', 'la vieja ciudad se enciende y un barco', 'recorre y penetra el muelle', 'Crujen los edificios', 'las ventanas juegan a las', 'damas esquinas sin hombres', 'el cerro amenaza tormenta', 'sobre una línea perfecta', 'Grúas pequeñas descargan juguetes', 'sobre el agua estancada a la', 'defensa de todo, en el agua mansa no hay nada', 'la vida descansa', 'Por viejos bares de Montevideo', 'me siento libre y hago lo que quiero', 'Hay Buenos Aires en Montevideo', 'me siento libre y hago lo que quiero', 'Containers chocolates de colores', 'que avanzan suave flotando sobre el río', 'que no acusa el peso tremendo', 'cambia y varía varía y cambia', 'En la escollera pescadores eternidad sombrillas nada esperan', 'hay un fulgor en la calle', 'Sarandí hombres emergen de allí', 'Seguramente fue un momento de ensoñación', 'rumor de gente trabajando', 'tijeras tardías de peluquerías', 'Viejos bares de Montevideo', 'me siento libre y hago lo que quiero', 'Por viejos bares de Montevideo', 'me siento libre y hago lo que quiero', 'Hay Buenos Aires en Montevideo', 'me siento libre y hago lo quiero', 'Hay Buenos Aires en Montevideo', 'me siento libre y hago lo quiero', 'Buenos Aires', 'Montevideo', 'Buenos Aires', 'Montevideo', 'Hay Buenos Aires en Montevideo', 'me siento libre y hago lo quiero', 'me siento libre y hago lo quiero', 'y hago lo quiero'];Crucé el río tenía tanto frío busqué abrigo en la gente de enfrente con otros amigos otras calles y un tiempo perdido y tranquilo Por viejos bares de Montevideo me siento libre y hago lo que quiero Por viejos bares de Montevideo me siento libre y hago lo que quiero Washington se cruza con Maciel ahí me esperan viejas fotos de Gardel Jesús me pregunta qué va a ser y yo quisiera vivir con él liberarme de mi cruz y pasarme las horas tomando café Por viejos bares de Montevideo me siento libre y hago lo que quiero Por viejos bares de Montevideo me siento libre y hago lo que quiero Ahora se resbala el sol la vieja ciudad se enciende y un barco recorre y penetra el muelle Crujen los edificios las ventanas juegan a las damas esquinas sin hombres el cerro amenaza tormenta sobre una línea perfecta Grúas pequeñas descargan juguetes sobre el agua estancada a la defensa de todo, en el agua mansa no hay nada la vida descansa Por viejos bares de Montevideo me siento libre y hago lo que quiero Hay Buenos Aires en Montevideo me siento libre y hago lo que quiero Containers chocolates de colores que avanzan suave flotando sobre el río que no acusa el peso tremendo cambia y varía varía y cambia En la escollera pescadores eternidad sombrillas nada esperan hay un fulgor en la calle Sarandí hombres emergen de allí Seguramente fue un momento de ensoñación rumor de gente trabajando tijeras tardías de peluquerías Viejos bares de Montevideo me siento libre y hago lo que quiero Por viejos bares de Montevideo me siento libre y hago lo que quiero Hay Buenos Aires en Montevideo me siento libre y hago lo quiero Hay Buenos Aires en Montevideo me siento libre y hago lo quiero Buenos Aires Montevideo Buenos Aires Montevideo Hay Buenos Aires en Montevideo me siento libre y hago lo quiero me siento libre y hago lo quiero y hago lo quiero;['crucé', 'el', 'río', 'tenía', 'tanto', 'frío', 'busqué', 'abrigo', 'en', 'la', 'gente', 'de', 'enfrente', 'con', 'otros', 'amigos', 'otras', 'calles', 'y', 'un', 'tiempo', 'perdido', 'y', 'tranquilo', 'por', 'viejos', 'bares', 'de', 'montevideo', 'me', 'siento', 'libre', 'y', 'hago', 'lo', 'que', 'quiero', 'por', 'viejos', 'bares', 'de', 'montevideo', 'me', 'siento', 'libre', 'y', 'hago', 'lo', 'que', 'quiero', 'washington', 'se', 'cruza', 'con', 'maciel', 'ahí', 'me', 'esperan', 'viejas', 'fotos', 'de', 'gardel', 'jesús', 'me', 'pregunta', 'qué', 'va', 'a', 'ser', 'y', 'yo', 'quisiera', 'vivir', 'con', 'él', 'liberarme', 'de', 'mi', 'cruz', 'y', 'pasarme', 'las', 'horas', 'tomando', 'café', 'por', 'viejos', 'bares', 'de', 'montevideo', 'me', 'siento', 'libre', 'y', 'hago', 'lo', 'que', 'quiero', 'por', 'viejos', 'bares', 'de', 'montevideo', 'me', 'siento', 'libre', 'y', 'hago', 'lo', 'que', 'quiero', 'ahora', 'se', 'resbala', 'el', 'sol', 'la', 'vieja', 'ciudad', 'se', 'enciende', 'y', 'un', 'barco', 'recorre', 'y', 'penetra', 'el', 'muelle', 'crujen', 'los', 'edificios', 'las', 'ventanas', 'juegan', 'a', 'las', 'damas', 'esquinas', 'sin', 'hombres', 'el', 'cerro', 'amenaza', 'tormenta', 'sobre', 'una', 'línea', 'perfecta', 'grúas', 'pequeñas', 'descargan', 'juguetes', 'sobre', 'el', 'agua', 'estancada', 'a', 'la', 'defensa', 'de', 'todo,', 'en', 'el', 'agua', 'mansa', 'no', 'hay', 'nada', 'la', 'vida', 'descansa', 'por', 'viejos', 'bares', 'de', 'montevideo', 'me', 'siento', 'libre', 'y', 'hago', 'lo', 'que', 'quiero', 'hay', 'buenos', 'aires', 'en', 'montevideo', 'me', 'siento', 'libre', 'y', 'hago', 'lo', 'que', 'quiero', 'containers', 'chocolates', 'de', 'colores', 'que', 'avanzan', 'suave', 'flotando', 'sobre', 'el', 'río', 'que', 'no', 'acusa', 'el', 'peso', 'tremendo', 'cambia', 'y', 'varía', 'varía', 'y', 'cambia', 'en', 'la', 'escollera', 'pescadores', 'eternidad', 'sombrillas', 'nada', 'esperan', 'hay', 'un', 'fulgor', 'en', 'la', 'calle', 'sarandí', 'hombres', 'emergen', 'de', 'allí', 'seguramente', 'fue', 'un', 'momento', 'de', 'ensoñación', 'rumor', 'de', 'gente', 'trabajando', 'tijeras', 'tardías', 'de', 'peluquerías', 'viejos', 'bares', 'de', 'montevideo', 'me', 'siento', 'libre', 'y', 'hago', 'lo', 'que', 'quiero', 'por', 'viejos', 'bares', 'de', 'montevideo', 'me', 'siento', 'libre', 'y', 'hago', 'lo', 'que', 'quiero', 'hay', 'buenos', 'aires', 'en', 'montevideo', 'me', 'siento', 'libre', 'y', 'hago', 'lo', 'quiero', 'hay', 'buenos', 'aires', 'en', 'montevideo', 'me', 'siento', 'libre', 'y', 'hago', 'lo', 'quiero', 'buenos', 'aires', 'montevideo', 'buenos', 'aires', 'montevideo', 'hay', 'buenos', 'aires', 'en', 'montevideo', 'me', 'siento', 'libre', 'y', 'hago', 'lo', 'quiero', 'me', 'siento', 'libre', 'y', 'hago', 'lo', 'quiero', 'y', 'hago', 'lo', 'quiero']
2;70. Yo nací en Jacinto Vera.docx;YO NACI EN JACINTO VERA;DANIEL VIGLIETTI;MONTEVIDEO;1968;POPULAR;70; LIBER FALCO-DANIEL VIGLIETTI;MALE;['Yo nací en Jacinto Vera qué barrio Jacinto Vera ranchos de lata por fuera y por dentro de madera  De noche blanca corría blanca corría la luna y yo corría tras ella y yo corría tras ella  De repente la perdía de repente aparecía entre los ranchos de lata y por dentro madera  Ah luna mi luna blanca luna de Jacinto Vera'];Yo nací en Jacinto Vera qué barrio Jacinto Vera ranchos de lata por fuera y por dentro de madera  De noche blanca corría blanca corría la luna y yo corría tras ella y yo corría tras ella  De repente la perdía de repente aparecía entre los ranchos de lata y por dentro madera  Ah luna mi luna blanca luna de Jacinto Vera;['yo', 'nací', 'en', 'jacinto', 'vera', 'qué', 'barrio', 'jacinto', 'vera', 'ranchos', 'de', 'lata', 'por', 'fuera', 'y', 'por', 'dentro', 'de', 'madera', 'de', 'noche', 'blanca', 'corría', 'blanca', 'corría', 'la', 'luna', 'y', 'yo', 'corría', 'tras', 'ella', 'y', 'yo', 'corría', 'tras', 'ella', 'de', 'repente', 'la', 'perdía', 'de', 'repente', 'aparecía', 'entre', 'los', 'ranchos', 'de', 'lata', 'y', 'por', 'dentro', 'madera', 'ah', 'luna', 'mi', 'luna', 'blanca', 'luna', 'de', 'jacinto', 'vera']
