Index,file,name,singer,place,year,genre,lyricnumber,composer,sex,lyrics,text,words,content_words,unique_words,pos,content_pos,Sentiment_Output,Sentiment_Neg_Probability,Sentiment_Neu_Probability,Sentiment_Pos_Probability
0,B.A. 51 Agua en Buenos Aires.docx,AGUA EN BUENOS AIRES,DIVIDIDOS,BUENOS AIRES,1995,ROCK-POP?,51,DIEGO ARNERO-RICARDO MOLLO,MALE,"['Sale un bote a sufrir', 'No es como Venecia sin ti', '', 'Camalote va flotando', 'Arrastrado sin poder nadar', ""Y tapa pa' tapar ignorar gentinar"", 'Humano en el lecho está', 'Nacido del sudor', ""Va pa'tras patriota petitero"", '', 'Llora el sauce sin talar', 'Chupa Atucha al río su canción', 'Gaucho anfibio en Junín', 'Cama escama en Federación', '', ""Y tapa pa' tapar ignorar gentinar"", 'Humano en el lecho está', 'Nacido del sudor', ""Va pa'trás patriota petitero"", '', 'Como en Melincue', 'Agua en Buenos Aires', 'Como en Federación', 'Agua en Buenos Aires', '', 'Sale un bote a sufrir', 'No es como Venecia sin ti', 'Camalote va flotando', 'Arrastrado sin poder nadar', '', ""Y tapa pa' tapar ignorar gentinar"", 'Humano en el lecho está', 'Nacido del sudor', ""Va pa'tras patriota petitero"", '', 'Como en Melincue', 'Agua en Buenos Aires', 'Como en Federación', 'Agua en Buenos Aires', 'Agua en Buenos Aires', 'Agua en Buenos Aires', 'Agua en Buenos Aires', '']",Sale un bote a sufrir No es como Venecia sin ti  Camalote va flotando Arrastrado sin poder nadar Y tapa pa' tapar ignorar gentinar Humano en el lecho está Nacido del sudor Va pa'tras patriota petitero  Llora el sauce sin talar Chupa Atucha al río su canción Gaucho anfibio en Junín Cama escama en Federación  Y tapa pa' tapar ignorar gentinar Humano en el lecho está Nacido del sudor Va pa'trás patriota petitero  Como en Melincue Agua en Buenos Aires Como en Federación Agua en Buenos Aires  Sale un bote a sufrir No es como Venecia sin ti Camalote va flotando Arrastrado sin poder nadar  Y tapa pa' tapar ignorar gentinar Humano en el lecho está Nacido del sudor Va pa'tras patriota petitero  Como en Melincue Agua en Buenos Aires Como en Federación Agua en Buenos Aires Agua en Buenos Aires Agua en Buenos Aires Agua en Buenos Aires ,"['sale', 'un', 'bote', 'a', 'sufrir', 'no', 'es', 'como', 'venecia', 'sin', 'ti', 'camalote', 'va', 'flotando', 'arrastrado', 'sin', 'poder', 'nadar', 'y', 'tapa', ""pa'"", 'tapar', 'ignorar', 'gentinar', 'humano', 'en', 'el', 'lecho', 'está', 'nacido', 'del', 'sudor', 'va', ""pa'tras"", 'patriota', 'petitero', 'llora', 'el', 'sauce', 'sin', 'talar', 'chupa', 'atucha', 'al', 'río', 'su', 'canción', 'gaucho', 'anfibio', 'en', 'junín', 'cama', 'escama', 'en', 'federación', 'y', 'tapa', ""pa'"", 'tapar', 'ignorar', 'gentinar', 'humano', 'en', 'el', 'lecho', 'está', 'nacido', 'del', 'sudor', 'va', ""pa'trás"", 'patriota', 'petitero', 'como', 'en', 'melincue', 'agua', 'en', 'buenos', 'aires', 'como', 'en', 'federación', 'agua', 'en', 'buenos', 'aires', 'sale', 'un', 'bote', 'a', 'sufrir', 'no', 'es', 'como', 'venecia', 'sin', 'ti', 'camalote', 'va', 'flotando', 'arrastrado', 'sin', 'poder', 'nadar', 'y', 'tapa', ""pa'"", 'tapar', 'ignorar', 'gentinar', 'humano', 'en', 'el', 'lecho', 'está', 'nacido', 'del', 'sudor', 'va', ""pa'tras"", 'patriota', 'petitero', 'como', 'en', 'melincue', 'agua', 'en', 'buenos', 'aires', 'como', 'en', 'federación', 'agua', 'en', 'buenos', 'aires', 'agua', 'en', 'buenos', 'aires', 'agua', 'en', 'buenos', 'aires', 'agua', 'en', 'buenos', 'aires']","['sale', 'bote', 'sufrir', 'venecia', 'camalote', 'va', 'flotando', 'arrastrado', 'poder', 'nadar', 'tapa', '""pa""', 'tapar', 'ignorar', 'gentinar', 'humano', 'lecho', 'nacido', 'sudor', 'va', '""patras""', 'patriota', 'petitero', 'llora', 'sauce', 'talar', 'chupa', 'atucha', 'río', 'canción', 'gaucho', 'anfibio', 'junín', 'cama', 'escama', 'federación', 'tapa', '""pa""', 'tapar', 'ignorar', 'gentinar', 'humano', 'lecho', 'nacido', 'sudor', 'va', '""patrás""', 'patriota', 'petitero', 'melincue', 'agua', 'buenos', 'aires', 'federación', 'agua', 'buenos', 'aires', 'sale', 'bote', 'sufrir', 'venecia', 'camalote', 'va', 'flotando', 'arrastrado', 'poder', 'nadar', 'tapa', '""pa""', 'tapar', 'ignorar', 'gentinar', 'humano', 'lecho', 'nacido', 'sudor', 'va', '""patras""', 'patriota', 'petitero', 'melincue', 'agua', 'buenos', 'aires', 'federación', 'agua', 'buenos', 'aires', 'agua', 'buenos', 'aires', 'agua', 'buenos', 'aires', 'agua', 'buenos', 'aires']","['""pa""' '""patras""' '""patrás""' 'agua' 'aires' 'anfibio' 'arrastrado'
 'atucha' 'bote' 'buenos' 'cama' 'camalote' 'canción' 'chupa' 'escama'
 'federación' 'flotando' 'gaucho' 'gentinar' 'humano' 'ignorar' 'junín'
 'lecho' 'llora' 'melincue' 'nacido' 'nadar' 'patriota' 'petitero' 'poder'
 'río' 'sale' 'sauce' 'sudor' 'sufrir' 'talar' 'tapa' 'tapar' 'va'
 'venecia']",Sale un bote a sufrir No es como Venecia sin ti  Camalote va flotando Arrastrado sin poder nadar Y tapa pa' tapar ignorar gentinar Humano en el lecho está Nacido del sudor Va pa'tras patriota petitero  Llora el sauce sin talar Chupa Atucha al río su canción Gaucho anfibio en Junín Cama escama en Federación  Y tapa pa' tapar ignorar gentinar Humano en el lecho está Nacido del sudor Va pa'trás patriota petitero  Como en Melincue Agua en Buenos Aires Como en Federación Agua en Buenos Aires  Sale un bote a sufrir No es como Venecia sin ti Camalote va flotando Arrastrado sin poder nadar  Y tapa pa' tapar ignorar gentinar Humano en el lecho está Nacido del sudor Va pa'tras patriota petitero  Como en Melincue Agua en Buenos Aires Como en Federación Agua en Buenos Aires Agua en Buenos Aires Agua en Buenos Aires Agua en Buenos Aires ,"[Sale, bote, sufrir, No, Venecia,  , Camalote, va, flotando, Arrastrado, poder, nadar, Y, tapa, pa, ', tapar, ignorar, gentinar, Humano, lecho, Nacido, sudor, Va, pa'tras, patriota, petitero,  , Llora, sauce, talar, Chupa, Atucha, río, canción, Gaucho, anfibio, Junín, Cama, escama, Federación,  , Y, tapa, pa, ', tapar, ignorar, gentinar, Humano, lecho, Nacido, sudor, Va, pa'trás, patriota, petitero,  , Como, Melincue, Agua, Buenos, Aires, Como, Federación, Agua, Buenos, Aires,  , Sale, bote, sufrir, No, Venecia, Camalote, va, flotando, Arrastrado, poder, nadar,  , Y, tapa, pa, ', tapar, ignorar, gentinar, Humano, lecho, Nacido, sudor, Va, pa'tras, patriota, petitero,  , Como, Melincue, Agua, Buenos, Aires, Como, Federación, Agua, Buenos, Aires, Agua, Buenos, Aires, Agua, Buenos, Aires, Agua, Buenos, Aires]",NEG,0.7326846122741699,0.2500283122062683,0.017287086695432663
1,B.A. 58 Idolo de los quemados.docx,IDOLO DE LOS QUEMADOS,LEON GIECO,BUENOS AIRES,2001,ROCK,58,LEON GIECO,MALE,"['Soy mezcla de baguala, internet y tango viejo', 'No hay nada más hermoso', 'que el lunfardo de Rivero', 'Sueño ir por Buenos Aires', 'y con Sabat tomar un café', 'para volar un ratito con las alas de Gardel', 'Un sueño del 2001', 'y del 3000 también.', 'Cuando partí, mi viejo me aconsejó que no viviera', 'en San Miguel, Moreno, Ituzaingó o en Haedo', '""Andá directamente dónde están los presidentes""', 'Por eso, en Moreno 411 y Defensa,', 'en una pensión mugrienta,', 'se alojó este cabeza.', 'Cuando no hay opción, el pueblo sufre y se la banca', 'Y aunque es medio quedado nunca irá para la Plaza', 'La Plaza es de los años y de las madres santas', 'que buscan a sus hijos y los seguirán buscando', 'Es parte de la historia', 'Es parte de la sangre.', 'Le doy una limosna a Martín Fierro y al Quijote', 'que están cansados de luchar pidiendo en Plaza Once', 'No me trates como un Dios,', 'soy sólo un bolso que hace shows', 'Extraño a mi vieja en el síndrome del batón', 'Soy un muñeco roto', 'junto a la Biblia y el calefón', 'la biblia y el calefón.', 'Hay un viejo podrido que quemó el jardín florido', 'y tiene un hijo imbécil con la cara de asesino', 'Sabemos que este pueblo aún vive de promesas', 'Las minas argentinas fueron más después de Eva', 'De que las hay, las hay', 'Nunca tendrás tu calle, Alsogaray.', 'Comprame, soy barato,', 'canto gratis por los barrios', 'Como no entro en tu target', 'no me pases por tu radio', 'Yo digo cárcel y castigo a los corruptos y asesinos', 'Si la ley no alcanza, sos persona que no es grata', 'Me hice ateo, nomás,', 'Videla usó mi Dios para matar.', 'Vos que le echas la culpa', 'a bolivianos y peruanos,', 'a los que cortan ruta', 'o están sus tierras reclamando,', 'no seas tan tarado, el que te jode está a tu lado', 'Los diarios le dan tapa y la tele un buen horario,', 'se sienta a cualquier mesa', 'a negociar la sangre nueva.', 'Soy un guerrero más', 'de este rock que está quebrado', 'Estoy para el mangazo', 'Soy el ídolo de los quemados', 'No sé muy bien a dónde voy,', 'misterios tiene la canción', 'Me gusta la tranquilidad de un cementerio viejo', 'Teméle a los vivos', 'Nunca te harán daño los muertos', 'Te harán daño los muertos.']","Soy mezcla de baguala, internet y tango viejo No hay nada más hermoso que el lunfardo de Rivero Sueño ir por Buenos Aires y con Sabat tomar un café para volar un ratito con las alas de Gardel Un sueño del 2001 y del 3000 también. Cuando partí, mi viejo me aconsejó que no viviera en San Miguel, Moreno, Ituzaingó o en Haedo ""Andá directamente dónde están los presidentes"" Por eso, en Moreno 411 y Defensa, en una pensión mugrienta, se alojó este cabeza. Cuando no hay opción, el pueblo sufre y se la banca Y aunque es medio quedado nunca irá para la Plaza La Plaza es de los años y de las madres santas que buscan a sus hijos y los seguirán buscando Es parte de la historia Es parte de la sangre. Le doy una limosna a Martín Fierro y al Quijote que están cansados de luchar pidiendo en Plaza Once No me trates como un Dios, soy sólo un bolso que hace shows Extraño a mi vieja en el síndrome del batón Soy un muñeco roto junto a la Biblia y el calefón la biblia y el calefón. Hay un viejo podrido que quemó el jardín florido y tiene un hijo imbécil con la cara de asesino Sabemos que este pueblo aún vive de promesas Las minas argentinas fueron más después de Eva De que las hay, las hay Nunca tendrás tu calle, Alsogaray. Comprame, soy barato, canto gratis por los barrios Como no entro en tu target no me pases por tu radio Yo digo cárcel y castigo a los corruptos y asesinos Si la ley no alcanza, sos persona que no es grata Me hice ateo, nomás, Videla usó mi Dios para matar. Vos que le echas la culpa a bolivianos y peruanos, a los que cortan ruta o están sus tierras reclamando, no seas tan tarado, el que te jode está a tu lado Los diarios le dan tapa y la tele un buen horario, se sienta a cualquier mesa a negociar la sangre nueva. Soy un guerrero más de este rock que está quebrado Estoy para el mangazo Soy el ídolo de los quemados No sé muy bien a dónde voy, misterios tiene la canción Me gusta la tranquilidad de un cementerio viejo Teméle a los vivos Nunca te harán daño los muertos Te harán daño los muertos.","['soy', 'mezcla', 'de', 'baguala,', 'internet', 'y', 'tango', 'viejo', 'no', 'hay', 'nada', 'más', 'hermoso', 'que', 'el', 'lunfardo', 'de', 'rivero', 'sueño', 'ir', 'por', 'buenos', 'aires', 'y', 'con', 'sabat', 'tomar', 'un', 'café', 'para', 'volar', 'un', 'ratito', 'con', 'las', 'alas', 'de', 'gardel', 'un', 'sueño', 'del', '2001', 'y', 'del', '3000', 'también.', 'cuando', 'partí,', 'mi', 'viejo', 'me', 'aconsejó', 'que', 'no', 'viviera', 'en', 'san', 'miguel,', 'moreno,', 'ituzaingó', 'o', 'en', 'haedo', '""andá', 'directamente', 'dónde', 'están', 'los', 'presidentes""', 'por', 'eso,', 'en', 'moreno', '411', 'y', 'defensa,', 'en', 'una', 'pensión', 'mugrienta,', 'se', 'alojó', 'este', 'cabeza.', 'cuando', 'no', 'hay', 'opción,', 'el', 'pueblo', 'sufre', 'y', 'se', 'la', 'banca', 'y', 'aunque', 'es', 'medio', 'quedado', 'nunca', 'irá', 'para', 'la', 'plaza', 'la', 'plaza', 'es', 'de', 'los', 'años', 'y', 'de', 'las', 'madres', 'santas', 'que', 'buscan', 'a', 'sus', 'hijos', 'y', 'los', 'seguirán', 'buscando', 'es', 'parte', 'de', 'la', 'historia', 'es', 'parte', 'de', 'la', 'sangre.', 'le', 'doy', 'una', 'limosna', 'a', 'martín', 'fierro', 'y', 'al', 'quijote', 'que', 'están', 'cansados', 'de', 'luchar', 'pidiendo', 'en', 'plaza', 'once', 'no', 'me', 'trates', 'como', 'un', 'dios,', 'soy', 'sólo', 'un', 'bolso', 'que', 'hace', 'shows', 'extraño', 'a', 'mi', 'vieja', 'en', 'el', 'síndrome', 'del', 'batón', 'soy', 'un', 'muñeco', 'roto', 'junto', 'a', 'la', 'biblia', 'y', 'el', 'calefón', 'la', 'biblia', 'y', 'el', 'calefón.', 'hay', 'un', 'viejo', 'podrido', 'que', 'quemó', 'el', 'jardín', 'florido', 'y', 'tiene', 'un', 'hijo', 'imbécil', 'con', 'la', 'cara', 'de', 'asesino', 'sabemos', 'que', 'este', 'pueblo', 'aún', 'vive', 'de', 'promesas', 'las', 'minas', 'argentinas', 'fueron', 'más', 'después', 'de', 'eva', 'de', 'que', 'las', 'hay,', 'las', 'hay', 'nunca', 'tendrás', 'tu', 'calle,', 'alsogaray.', 'comprame,', 'soy', 'barato,', 'canto', 'gratis', 'por', 'los', 'barrios', 'como', 'no', 'entro', 'en', 'tu', 'target', 'no', 'me', 'pases', 'por', 'tu', 'radio', 'yo', 'digo', 'cárcel', 'y', 'castigo', 'a', 'los', 'corruptos', 'y', 'asesinos', 'si', 'la', 'ley', 'no', 'alcanza,', 'sos', 'persona', 'que', 'no', 'es', 'grata', 'me', 'hice', 'ateo,', 'nomás,', 'videla', 'usó', 'mi', 'dios', 'para', 'matar.', 'vos', 'que', 'le', 'echas', 'la', 'culpa', 'a', 'bolivianos', 'y', 'peruanos,', 'a', 'los', 'que', 'cortan', 'ruta', 'o', 'están', 'sus', 'tierras', 'reclamando,', 'no', 'seas', 'tan', 'tarado,', 'el', 'que', 'te', 'jode', 'está', 'a', 'tu', 'lado', 'los', 'diarios', 'le', 'dan', 'tapa', 'y', 'la', 'tele', 'un', 'buen', 'horario,', 'se', 'sienta', 'a', 'cualquier', 'mesa', 'a', 'negociar', 'la', 'sangre', 'nueva.', 'soy', 'un', 'guerrero', 'más', 'de', 'este', 'rock', 'que', 'está', 'quebrado', 'estoy', 'para', 'el', 'mangazo', 'soy', 'el', 'ídolo', 'de', 'los', 'quemados', 'no', 'sé', 'muy', 'bien', 'a', 'dónde', 'voy,', 'misterios', 'tiene', 'la', 'canción', 'me', 'gusta', 'la', 'tranquilidad', 'de', 'un', 'cementerio', 'viejo', 'teméle', 'a', 'los', 'vivos', 'nunca', 'te', 'harán', 'daño', 'los', 'muertos', 'te', 'harán', 'daño', 'los', 'muertos.']","['mezcla', 'baguala', '', 'internet', 'tango', 'viejo', 'hermoso', 'lunfardo', 'rivero', 'sueño', 'ir', 'buenos', 'aires', 'sabat', 'tomar', 'café', 'volar', 'ratito', 'alas', 'gardel', 'sueño', '2001', '3000', 'también.', 'partí', '', 'viejo', 'aconsejó', 'viviera', 'san', 'miguel', '', 'moreno', '', 'ituzaingó', 'haedo', '""andá', 'directamente', 'dónde', 'presidentes""', '', 'moreno', '411', 'defensa', '', 'pensión', 'mugrienta', '', 'alojó', 'cabeza.', 'opción', '', 'pueblo', 'sufre', 'banca', 'aunque', 'medio', 'quedado', 'nunca', 'irá', 'plaza', 'plaza', 'años', 'madres', 'santas', 'buscan', 'hijos', 'seguirán', 'buscando', 'parte', 'historia', 'parte', 'sangre.', 'doy', 'limosna', 'martín', 'fierro', 'quijote', 'cansados', 'luchar', 'pidiendo', 'plaza', 'once', 'trates', 'dios', '', 'sólo', 'bolso', 'hace', 'shows', 'extraño', 'vieja', 'síndrome', 'batón', 'muñeco', 'roto', 'junto', 'biblia', 'calefón', 'biblia', 'calefón.', 'viejo', 'podrido', 'quemó', 'jardín', 'florido', 'hijo', 'imbécil', 'cara', 'asesino', 'sabemos', 'pueblo', 'aún', 'vive', 'promesas', 'minas', 'argentinas', 'después', 'eva', '', 'nunca', 'calle', '', 'alsogaray.', 'comprame', '', 'barato', '', 'canto', 'gratis', 'barrios', 'entro', 'target', 'pases', 'radio', 'digo', 'cárcel', 'castigo', 'corruptos', 'asesinos', 'si', 'ley', 'alcanza', '', 'sos', 'persona', 'grata', 'hice', 'ateo', '', 'nomás', '', 'videla', 'usó', 'dios', 'matar.', 'vos', 'echas', 'culpa', 'bolivianos', 'peruanos', '', 'cortan', 'ruta', 'tierras', 'reclamando', '', 'tan', 'tarado', '', 'jode', 'lado', 'diarios', 'dan', 'tapa', 'tele', 'buen', 'horario', '', 'sienta', 'cualquier', 'mesa', 'negociar', 'sangre', 'nueva.', 'guerrero', 'rock', 'quebrado', 'mangazo', 'ídolo', 'quemados', 'sé', 'bien', 'dónde', 'voy', '', 'misterios', 'canción', 'gusta', 'tranquilidad', 'cementerio', 'viejo', 'teméle', 'vivos', 'nunca', 'harán', 'daño', 'muertos', 'harán', 'daño', 'muertos.']","['""andá' '2001' '3000' '411' 'aconsejó' 'aires' 'alas' 'alcanza' 'alojó'
 'alsogaray.' 'argentinas' 'asesino' 'asesinos' 'ateo' 'aunque' 'años'
 'aún' 'baguala' 'banca' 'barato' 'barrios' 'batón' 'biblia' 'bien'
 'bolivianos' 'bolso' 'buen' 'buenos' 'buscan' 'buscando' 'cabeza.' 'café'
 'calefón' 'calefón.' 'calle' 'canción' 'cansados' 'canto' 'cara'
 'castigo' 'cementerio' 'comprame' 'corruptos' 'cortan' 'cualquier'
 'culpa' 'cárcel' 'dan' 'daño' 'defensa' 'después' 'diarios' 'digo' 'dios'
 'directamente' 'doy' 'dónde' 'echas' 'entro' 'eva' 'extraño' 'fierro'
 'florido' 'gardel' 'grata' 'gratis' 'guerrero' 'gusta' 'hace' 'haedo'
 'harán' 'hermoso' 'hice' 'hijo' 'hijos' 'historia' 'horario' 'imbécil'
 'internet' 'ir' 'irá' 'ituzaingó' 'jardín' 'jode' 'junto' 'lado' 'ley'
 'limosna' 'luchar' 'lunfardo' 'madres' 'mangazo' 'martín' 'matar.'
 'medio' 'mesa' 'mezcla' 'miguel' 'minas' 'misterios' 'moreno' 'muertos'
 'muertos.' 'mugrienta' 'muñeco' 'negociar' 'nomás' 'nueva.' 'nunca'
 'once' 'opción' 'parte' 'partí' 'pases' 'pensión' 'persona' 'peruanos'
 'pidiendo' 'plaza' 'podrido' 'presidentes""' 'promesas' 'pueblo'
 'quebrado' 'quedado' 'quemados' 'quemó' 'quijote' 'radio' 'ratito'
 'reclamando' 'rivero' 'rock' 'roto' 'ruta' 'sabat' 'sabemos' 'san'
 'sangre' 'sangre.' 'santas' 'seguirán' 'shows' 'si' 'sienta' 'sos'
 'sueño' 'sufre' 'sé' 'síndrome' 'sólo' 'también.' 'tan' 'tango' 'tapa'
 'tarado' 'target' 'tele' 'teméle' 'tierras' 'tomar' 'tranquilidad'
 'trates' 'usó' 'videla' 'vieja' 'viejo' 'vive' 'viviera' 'vivos' 'volar'
 'vos' 'voy' 'ídolo']","Soy mezcla de baguala, internet y tango viejo No hay nada más hermoso que el lunfardo de Rivero Sueño ir por Buenos Aires y con Sabat tomar un café para volar un ratito con las alas de Gardel Un sueño del 2001 y del 3000 también. Cuando partí, mi viejo me aconsejó que no viviera en San Miguel, Moreno, Ituzaingó o en Haedo ""Andá directamente dónde están los presidentes"" Por eso, en Moreno 411 y Defensa, en una pensión mugrienta, se alojó este cabeza. Cuando no hay opción, el pueblo sufre y se la banca Y aunque es medio quedado nunca irá para la Plaza La Plaza es de los años y de las madres santas que buscan a sus hijos y los seguirán buscando Es parte de la historia Es parte de la sangre. Le doy una limosna a Martín Fierro y al Quijote que están cansados de luchar pidiendo en Plaza Once No me trates como un Dios, soy sólo un bolso que hace shows Extraño a mi vieja en el síndrome del batón Soy un muñeco roto junto a la Biblia y el calefón la biblia y el calefón. Hay un viejo podrido que quemó el jardín florido y tiene un hijo imbécil con la cara de asesino Sabemos que este pueblo aún vive de promesas Las minas argentinas fueron más después de Eva De que las hay, las hay Nunca tendrás tu calle, Alsogaray. Comprame, soy barato, canto gratis por los barrios Como no entro en tu target no me pases por tu radio Yo digo cárcel y castigo a los corruptos y asesinos Si la ley no alcanza, sos persona que no es grata Me hice ateo, nomás, Videla usó mi Dios para matar. Vos que le echas la culpa a bolivianos y peruanos, a los que cortan ruta o están sus tierras reclamando, no seas tan tarado, el que te jode está a tu lado Los diarios le dan tapa y la tele un buen horario, se sienta a cualquier mesa a negociar la sangre nueva. Soy un guerrero más de este rock que está quebrado Estoy para el mangazo Soy el ídolo de los quemados No sé muy bien a dónde voy, misterios tiene la canción Me gusta la tranquilidad de un cementerio viejo Teméle a los vivos Nunca te harán daño los muertos Te harán daño los muertos.","[Soy, mezcla, baguala, ,, internet, tango, viejo, No, hermoso, lunfardo, Rivero, Sueño, ir, Buenos, Aires, Sabat, tomar, café, volar, ratito, alas, Gardel, Un, sueño, 2001, 3000, ., Cuando, partí, ,, viejo, aconsejó, viviera, San, Miguel, ,, Moreno, ,, Ituzaingó, Haedo, "", Andá, directamente, dónde, presidentes, "", Por, ,, Moreno, 411, Defensa, ,, pensión, mugrienta, ,, alojó, cabeza, ., Cuando, opción, ,, pueblo, sufre, banca, Y, aunque, medio, quedado, nunca, irá, Plaza, La, Plaza, años, madres, santas, buscan, hijos, seguirán, buscando, Es, parte, historia, Es, parte, sangre, ., Le, doy, limosna, Martín, Fierro, Quijote, cansados, luchar, pidiendo, Plaza, Once, No, trates, Dios, ,, sólo, bolso, hace, shows, Extraño, vieja, síndrome, batón, Soy, muñeco, roto, junto, Biblia, calefón, biblia, calefón, ., Hay, viejo, podrido, quemó, jardín, florido, hijo, imbécil, cara, asesino, Sabemos, pueblo, aún, vive, promesas, Las, minas, argentinas, después, Eva, De, ,, Nunca, calle, ,, Alsogaray, ., Comprame, ,, barato, ,, canto, gratis, barrios, Como, entro, target, pases, radio, Yo, digo, cárcel, castigo, corruptos, asesinos, Si, ley, alcanza, ,, sos, persona, grata, Me, hice, ateo, ,, nomás, ,, Videla, usó, Dios, matar, ., Vos, echas, culpa, bolivianos, peruanos, ,, cortan, ruta, tierras, reclamando, ,, tan, tarado, ,, jode, lado, Los, diarios, dan, tapa, tele, buen, horario, ,, sienta, cualquier, mesa, negociar, sangre, nueva, ., Soy, guerrero, rock, quebrado, Estoy, mangazo, Soy, ídolo, quemados, No, sé, bien, dónde, voy, ,, misterios, canción, Me, gusta, tranquilidad, cementerio, viejo, Teméle, vivos, Nunca, harán, daño, muertos, Te, harán, daño, muertos, .]",NEU,0.4163126051425934,0.5194884538650513,0.06419894844293594
