;file;name;singer;place;year;genre;lyricnumber;composer;sex;lyrics;text;words
0;53. La última mirada.docx;LA ULTIMA MIRADA;JUAN SIN MIEDO;MADRID;2014;POP;53;JUAN SIN MIEDO;MALE;['Antes de marcharme', 'miraré las calles dentro de un autobús', 'los Jerónimos', 'la cuesta de Moyano y toda la linea azul', 'La última mirada desde aquí', 'me hará saltar al cielo de Madrid', 'la última mirada es para ti', 'Retiro, Atocha, Goya y Chamberí', 'Antes de apagarme compraré en el rastro', 'subiré al Pirulí', 'llevaré conmigo al oso y al madroño', 'dormiré en Chamartín', 'la última mirada es frente a Sol', 'hasta llegar a la Plaza Mayor', 'la última mirada desde aquí', 'será saltar al cielo y ver Madrid', 'Antes de morirme elegiré una nube', 'me uniré al temporal', 'y tras elevarme', 'lloraré una lluvia y mojaré la ciudad', 'La última mirada desde allá', 'Pudiera ser la calle de Alcalá', 'La última mirada desde allí', 'Por un agujerito ver Madrid', 'La última mirada desde allá', 'Pudiera ser la calle de Alcalá', 'La última mirada desde allí', 'Por un agujerito ver Madrid', 'Por un agujerito ver Madrid', 'Por un agujerito ver Madrid', 'Por un agujerito ver Madrid', 'Por un agujerito ver Madrid', 'Por un agujerito ver Madrid', 'Por un agujerito ver Madrid', 'Por un agujerito ver Madrid', 'Por un agujerito ver Madrid', ''];Antes de marcharme miraré las calles dentro de un autobús los Jerónimos la cuesta de Moyano y toda la linea azul La última mirada desde aquí me hará saltar al cielo de Madrid la última mirada es para ti Retiro, Atocha, Goya y Chamberí Antes de apagarme compraré en el rastro subiré al Pirulí llevaré conmigo al oso y al madroño dormiré en Chamartín la última mirada es frente a Sol hasta llegar a la Plaza Mayor la última mirada desde aquí será saltar al cielo y ver Madrid Antes de morirme elegiré una nube me uniré al temporal y tras elevarme lloraré una lluvia y mojaré la ciudad La última mirada desde allá Pudiera ser la calle de Alcalá La última mirada desde allí Por un agujerito ver Madrid La última mirada desde allá Pudiera ser la calle de Alcalá La última mirada desde allí Por un agujerito ver Madrid Por un agujerito ver Madrid Por un agujerito ver Madrid Por un agujerito ver Madrid Por un agujerito ver Madrid Por un agujerito ver Madrid Por un agujerito ver Madrid Por un agujerito ver Madrid Por un agujerito ver Madrid ;['antes', 'de', 'marcharme', 'miraré', 'las', 'calles', 'dentro', 'de', 'un', 'autobús', 'los', 'jerónimos', 'la', 'cuesta', 'de', 'moyano', 'y', 'toda', 'la', 'linea', 'azul', 'la', 'última', 'mirada', 'desde', 'aquí', 'me', 'hará', 'saltar', 'al', 'cielo', 'de', 'madrid', 'la', 'última', 'mirada', 'es', 'para', 'ti', 'retiro,', 'atocha,', 'goya', 'y', 'chamberí', 'antes', 'de', 'apagarme', 'compraré', 'en', 'el', 'rastro', 'subiré', 'al', 'pirulí', 'llevaré', 'conmigo', 'al', 'oso', 'y', 'al', 'madroño', 'dormiré', 'en', 'chamartín', 'la', 'última', 'mirada', 'es', 'frente', 'a', 'sol', 'hasta', 'llegar', 'a', 'la', 'plaza', 'mayor', 'la', 'última', 'mirada', 'desde', 'aquí', 'será', 'saltar', 'al', 'cielo', 'y', 'ver', 'madrid', 'antes', 'de', 'morirme', 'elegiré', 'una', 'nube', 'me', 'uniré', 'al', 'temporal', 'y', 'tras', 'elevarme', 'lloraré', 'una', 'lluvia', 'y', 'mojaré', 'la', 'ciudad', 'la', 'última', 'mirada', 'desde', 'allá', 'pudiera', 'ser', 'la', 'calle', 'de', 'alcalá', 'la', 'última', 'mirada', 'desde', 'allí', 'por', 'un', 'agujerito', 'ver', 'madrid', 'la', 'última', 'mirada', 'desde', 'allá', 'pudiera', 'ser', 'la', 'calle', 'de', 'alcalá', 'la', 'última', 'mirada', 'desde', 'allí', 'por', 'un', 'agujerito', 'ver', 'madrid', 'por', 'un', 'agujerito', 'ver', 'madrid', 'por', 'un', 'agujerito', 'ver', 'madrid', 'por', 'un', 'agujerito', 'ver', 'madrid', 'por', 'un', 'agujerito', 'ver', 'madrid', 'por', 'un', 'agujerito', 'ver', 'madrid', 'por', 'un', 'agujerito', 'ver', 'madrid', 'por', 'un', 'agujerito', 'ver', 'madrid', 'por', 'un', 'agujerito', 'ver', 'madrid']
1;55. Adiós Madrid.docx;ADIOS MADRID;ALFREDO ZITARROSA;MADRID;1979;MADRID;55;ALFREDO ZITARROSA;MALE;"['Dulce Madrid, dura Madrid,', 'corazón de regaliz;', 'ya llegó abril, me voy de aquí,', 'cantaré en otro país.', 'Dulce Madrid, dura Madrid,', 'duele Madrid, tierna Madrid.', 'Yo hubiera sido en tus calles', 'un niño perdido, si hubieras querido', 'arrojarme y odiarme.', 'Dulce Madrid, dura Madrid,', 'corazón de regaliz.', 'Tú crees que el sol es español', 'sueños de tu corazón', 'pero es verdad que una ciudad', 'puede estar lejos del mar.', 'Duele Madrid, déjame ir,', 'yo para ti soy de maíz,', 'De aquel país', 'y es que nací donde en abril', 'nace del mar una planta de sal', 'que se extiende y, allende Argentina, se inclina', 'y convierte el maíz en harina.', 'El maíz en harina', 'Sabes Madrid, nada te di,', 'tú me dejaste dormir;', 'fui un arlequín, dulce Madrid,', 'soñando con mi país.', 'Adiós Madrid. Vuelvo a vivir.', 'Dura raíz, siento al partir', 'que algo de mí se queda aquí', 'ya para siempre la ardiente ilusión de quererte,', 'ser fuerte y dejarte sin dejar de amarte.', '¡Gracias Madrid!', '¡Vuelvo a vivir!', 'Dura Madrid', 'Dulce Madrid', 'Adiós Madrid', 'Ya llegó abril.', 'Y esta canción que te entrego', 'También me la llevo...', 'Ha nacido de ti. Madrid.', 'Ha nacido de ti.']";"Dulce Madrid, dura Madrid, corazón de regaliz; ya llegó abril, me voy de aquí, cantaré en otro país. Dulce Madrid, dura Madrid, duele Madrid, tierna Madrid. Yo hubiera sido en tus calles un niño perdido, si hubieras querido arrojarme y odiarme. Dulce Madrid, dura Madrid, corazón de regaliz. Tú crees que el sol es español sueños de tu corazón pero es verdad que una ciudad puede estar lejos del mar. Duele Madrid, déjame ir, yo para ti soy de maíz, De aquel país y es que nací donde en abril nace del mar una planta de sal que se extiende y, allende Argentina, se inclina y convierte el maíz en harina. El maíz en harina Sabes Madrid, nada te di, tú me dejaste dormir; fui un arlequín, dulce Madrid, soñando con mi país. Adiós Madrid. Vuelvo a vivir. Dura raíz, siento al partir que algo de mí se queda aquí ya para siempre la ardiente ilusión de quererte, ser fuerte y dejarte sin dejar de amarte. ¡Gracias Madrid! ¡Vuelvo a vivir! Dura Madrid Dulce Madrid Adiós Madrid Ya llegó abril. Y esta canción que te entrego También me la llevo... Ha nacido de ti. Madrid. Ha nacido de ti.";"['dulce', 'madrid,', 'dura', 'madrid,', 'corazón', 'de', 'regaliz;', 'ya', 'llegó', 'abril,', 'me', 'voy', 'de', 'aquí,', 'cantaré', 'en', 'otro', 'país.', 'dulce', 'madrid,', 'dura', 'madrid,', 'duele', 'madrid,', 'tierna', 'madrid.', 'yo', 'hubiera', 'sido', 'en', 'tus', 'calles', 'un', 'niño', 'perdido,', 'si', 'hubieras', 'querido', 'arrojarme', 'y', 'odiarme.', 'dulce', 'madrid,', 'dura', 'madrid,', 'corazón', 'de', 'regaliz.', 'tú', 'crees', 'que', 'el', 'sol', 'es', 'español', 'sueños', 'de', 'tu', 'corazón', 'pero', 'es', 'verdad', 'que', 'una', 'ciudad', 'puede', 'estar', 'lejos', 'del', 'mar.', 'duele', 'madrid,', 'déjame', 'ir,', 'yo', 'para', 'ti', 'soy', 'de', 'maíz,', 'de', 'aquel', 'país', 'y', 'es', 'que', 'nací', 'donde', 'en', 'abril', 'nace', 'del', 'mar', 'una', 'planta', 'de', 'sal', 'que', 'se', 'extiende', 'y,', 'allende', 'argentina,', 'se', 'inclina', 'y', 'convierte', 'el', 'maíz', 'en', 'harina.', 'el', 'maíz', 'en', 'harina', 'sabes', 'madrid,', 'nada', 'te', 'di,', 'tú', 'me', 'dejaste', 'dormir;', 'fui', 'un', 'arlequín,', 'dulce', 'madrid,', 'soñando', 'con', 'mi', 'país.', 'adiós', 'madrid.', 'vuelvo', 'a', 'vivir.', 'dura', 'raíz,', 'siento', 'al', 'partir', 'que', 'algo', 'de', 'mí', 'se', 'queda', 'aquí', 'ya', 'para', 'siempre', 'la', 'ardiente', 'ilusión', 'de', 'quererte,', 'ser', 'fuerte', 'y', 'dejarte', 'sin', 'dejar', 'de', 'amarte.', '¡gracias', 'madrid!', '¡vuelvo', 'a', 'vivir!', 'dura', 'madrid', 'dulce', 'madrid', 'adiós', 'madrid', 'ya', 'llegó', 'abril.', 'y', 'esta', 'canción', 'que', 'te', 'entrego', 'también', 'me', 'la', 'llevo...', 'ha', 'nacido', 'de', 'ti.', 'madrid.', 'ha', 'nacido', 'de', 'ti.']"
2;16. El cielo de Madrid.docx;EL CIELO DE MADRID;DELUXE;MADRID;2008;ROCK;16;XOEL LOPEZ;MALE;['Otra vez las calles vacías,', 'el viento soplando cada vez más fuerte,', 'pero mis ojos no quieren cerrarse', 'y salgo buscando lo que me falta', 'en el cielo de Madrid.', 'El frío golpea en la noche,', 'todos duermen en aparente tranquilidad,', 'pero el naranja de los semáforos', 'me descubre unos hombres durmiendo entre cajas de cartón.', 'Puede que hoy tenga algo más de suerte,', 'quizás hoy pueda volver a verte.', 'Quizás tenga algo más de suerte esta vez...', '¿Cuántas veces he pensado ya', 'en dejar este lugar hostil?', 'Pero como en los libros de mi infancia,', 'siempre elijo la página que me devuelva el mismo lugar.', 'Me adentro en un extraño bar,', 'donde se reúnen las almas solitarias,', 'impacientes en la puerta del baño.', 'Evitan el espejo por miedo a lo que puedan encontrar.', 'Puede que hoy tenga algo más de suerte,', 'quizás hoy pueda volver a verte.', 'Quizás tenga algo más de suerte esta vez...', 'Al otro lado de la ciudad,', 'en un lugar todavía más oscuro,', 'las arañas esperan en su red', 'que una desorientada mariposa caiga en su trampa.', 'Ya se oye el ruido de las escobas,', 'vuelvo despacio camino del hogar,', 'ojalá no sucumbieras a las garras de la noche,', 'ojalá pronto tus ojos vuelvan a brillar con fuerza,', 'ojalá pronto vuelvan a brillar en la oscuridad del río...', 'Puede que hoy tenga algo más de suerte,', 'quizás hoy pueda volver a verte,', 'quizás tenga algo más de suerte esta vez...', 'Puede que hoy tenga algo más de suerte,', 'quizás hoy pueda volver a verte,', 'quizás tenga algo más de suerte esta vez...'];Otra vez las calles vacías, el viento soplando cada vez más fuerte, pero mis ojos no quieren cerrarse y salgo buscando lo que me falta en el cielo de Madrid. El frío golpea en la noche, todos duermen en aparente tranquilidad, pero el naranja de los semáforos me descubre unos hombres durmiendo entre cajas de cartón. Puede que hoy tenga algo más de suerte, quizás hoy pueda volver a verte. Quizás tenga algo más de suerte esta vez... ¿Cuántas veces he pensado ya en dejar este lugar hostil? Pero como en los libros de mi infancia, siempre elijo la página que me devuelva el mismo lugar. Me adentro en un extraño bar, donde se reúnen las almas solitarias, impacientes en la puerta del baño. Evitan el espejo por miedo a lo que puedan encontrar. Puede que hoy tenga algo más de suerte, quizás hoy pueda volver a verte. Quizás tenga algo más de suerte esta vez... Al otro lado de la ciudad, en un lugar todavía más oscuro, las arañas esperan en su red que una desorientada mariposa caiga en su trampa. Ya se oye el ruido de las escobas, vuelvo despacio camino del hogar, ojalá no sucumbieras a las garras de la noche, ojalá pronto tus ojos vuelvan a brillar con fuerza, ojalá pronto vuelvan a brillar en la oscuridad del río... Puede que hoy tenga algo más de suerte, quizás hoy pueda volver a verte, quizás tenga algo más de suerte esta vez... Puede que hoy tenga algo más de suerte, quizás hoy pueda volver a verte, quizás tenga algo más de suerte esta vez...;['otra', 'vez', 'las', 'calles', 'vacías,', 'el', 'viento', 'soplando', 'cada', 'vez', 'más', 'fuerte,', 'pero', 'mis', 'ojos', 'no', 'quieren', 'cerrarse', 'y', 'salgo', 'buscando', 'lo', 'que', 'me', 'falta', 'en', 'el', 'cielo', 'de', 'madrid.', 'el', 'frío', 'golpea', 'en', 'la', 'noche,', 'todos', 'duermen', 'en', 'aparente', 'tranquilidad,', 'pero', 'el', 'naranja', 'de', 'los', 'semáforos', 'me', 'descubre', 'unos', 'hombres', 'durmiendo', 'entre', 'cajas', 'de', 'cartón.', 'puede', 'que', 'hoy', 'tenga', 'algo', 'más', 'de', 'suerte,', 'quizás', 'hoy', 'pueda', 'volver', 'a', 'verte.', 'quizás', 'tenga', 'algo', 'más', 'de', 'suerte', 'esta', 'vez...', '¿cuántas', 'veces', 'he', 'pensado', 'ya', 'en', 'dejar', 'este', 'lugar', 'hostil?', 'pero', 'como', 'en', 'los', 'libros', 'de', 'mi', 'infancia,', 'siempre', 'elijo', 'la', 'página', 'que', 'me', 'devuelva', 'el', 'mismo', 'lugar.', 'me', 'adentro', 'en', 'un', 'extraño', 'bar,', 'donde', 'se', 'reúnen', 'las', 'almas', 'solitarias,', 'impacientes', 'en', 'la', 'puerta', 'del', 'baño.', 'evitan', 'el', 'espejo', 'por', 'miedo', 'a', 'lo', 'que', 'puedan', 'encontrar.', 'puede', 'que', 'hoy', 'tenga', 'algo', 'más', 'de', 'suerte,', 'quizás', 'hoy', 'pueda', 'volver', 'a', 'verte.', 'quizás', 'tenga', 'algo', 'más', 'de', 'suerte', 'esta', 'vez...', 'al', 'otro', 'lado', 'de', 'la', 'ciudad,', 'en', 'un', 'lugar', 'todavía', 'más', 'oscuro,', 'las', 'arañas', 'esperan', 'en', 'su', 'red', 'que', 'una', 'desorientada', 'mariposa', 'caiga', 'en', 'su', 'trampa.', 'ya', 'se', 'oye', 'el', 'ruido', 'de', 'las', 'escobas,', 'vuelvo', 'despacio', 'camino', 'del', 'hogar,', 'ojalá', 'no', 'sucumbieras', 'a', 'las', 'garras', 'de', 'la', 'noche,', 'ojalá', 'pronto', 'tus', 'ojos', 'vuelvan', 'a', 'brillar', 'con', 'fuerza,', 'ojalá', 'pronto', 'vuelvan', 'a', 'brillar', 'en', 'la', 'oscuridad', 'del', 'río...', 'puede', 'que', 'hoy', 'tenga', 'algo', 'más', 'de', 'suerte,', 'quizás', 'hoy', 'pueda', 'volver', 'a', 'verte,', 'quizás', 'tenga', 'algo', 'más', 'de', 'suerte', 'esta', 'vez...', 'puede', 'que', 'hoy', 'tenga', 'algo', 'más', 'de', 'suerte,', 'quizás', 'hoy', 'pueda', 'volver', 'a', 'verte,', 'quizás', 'tenga', 'algo', 'más', 'de', 'suerte', 'esta', 'vez...']
3;17. Madrid.docx;MADRID;CASKARRABIAS;MADRID;1996;ROCK;17;CASKARRABIAS;MALE;['Personas que te venden paz espiritual,', 'atascos que te estresan sin poder escapar,', 'miradas y alusiones que te pueden llevar,', 'a la cama de un hotel o a la de un hospital.', 'Mujeres que se venden por una cantidad,', 'amigos de lo ajeno intentan tantear,', 'sirenas en las calles, redada policial', 'y un viejo a las palomas alimenta con pan.', 'Mira que es extraño, sigo aquí en Madrid y despacio me va matando.', 'Hombres de ojos cansados que no pueden soñar,', 'multas de aparcamiento sin poder aparcar,', 'gente que arregla el mundo pero siempre en el bar,', 'mira a la panadera ¡qué bonita está!', 'Ríos de transeúntes que no paran de andar,', 'políticos corruptos con reflejo ancestral,', 'en la cola del paro los chicos están mal,', 'rockeros soñadores y hasta gente normal.', 'Mira que es extraño, sigo aquí en Madrid y despacio me va matando.', 'Mira que es extraño, quiero irme de aquí y a la vez lo sigo amando.', 'Mira que es extraño, sigo aquí en Madrid y despacio me va matando.', 'Mira que es extraño, quiero irme de aquí y a la vez lo sigo amando.', 'No no no no', 'No es que sea extraño, en sus calles aprendí a seguir luchando,', 'a seguir luchando, aquí en Madrid.'];Personas que te venden paz espiritual, atascos que te estresan sin poder escapar, miradas y alusiones que te pueden llevar, a la cama de un hotel o a la de un hospital. Mujeres que se venden por una cantidad, amigos de lo ajeno intentan tantear, sirenas en las calles, redada policial y un viejo a las palomas alimenta con pan. Mira que es extraño, sigo aquí en Madrid y despacio me va matando. Hombres de ojos cansados que no pueden soñar, multas de aparcamiento sin poder aparcar, gente que arregla el mundo pero siempre en el bar, mira a la panadera ¡qué bonita está! Ríos de transeúntes que no paran de andar, políticos corruptos con reflejo ancestral, en la cola del paro los chicos están mal, rockeros soñadores y hasta gente normal. Mira que es extraño, sigo aquí en Madrid y despacio me va matando. Mira que es extraño, quiero irme de aquí y a la vez lo sigo amando. Mira que es extraño, sigo aquí en Madrid y despacio me va matando. Mira que es extraño, quiero irme de aquí y a la vez lo sigo amando. No no no no No es que sea extraño, en sus calles aprendí a seguir luchando, a seguir luchando, aquí en Madrid.;['personas', 'que', 'te', 'venden', 'paz', 'espiritual,', 'atascos', 'que', 'te', 'estresan', 'sin', 'poder', 'escapar,', 'miradas', 'y', 'alusiones', 'que', 'te', 'pueden', 'llevar,', 'a', 'la', 'cama', 'de', 'un', 'hotel', 'o', 'a', 'la', 'de', 'un', 'hospital.', 'mujeres', 'que', 'se', 'venden', 'por', 'una', 'cantidad,', 'amigos', 'de', 'lo', 'ajeno', 'intentan', 'tantear,', 'sirenas', 'en', 'las', 'calles,', 'redada', 'policial', 'y', 'un', 'viejo', 'a', 'las', 'palomas', 'alimenta', 'con', 'pan.', 'mira', 'que', 'es', 'extraño,', 'sigo', 'aquí', 'en', 'madrid', 'y', 'despacio', 'me', 'va', 'matando.', 'hombres', 'de', 'ojos', 'cansados', 'que', 'no', 'pueden', 'soñar,', 'multas', 'de', 'aparcamiento', 'sin', 'poder', 'aparcar,', 'gente', 'que', 'arregla', 'el', 'mundo', 'pero', 'siempre', 'en', 'el', 'bar,', 'mira', 'a', 'la', 'panadera', '¡qué', 'bonita', 'está!', 'ríos', 'de', 'transeúntes', 'que', 'no', 'paran', 'de', 'andar,', 'políticos', 'corruptos', 'con', 'reflejo', 'ancestral,', 'en', 'la', 'cola', 'del', 'paro', 'los', 'chicos', 'están', 'mal,', 'rockeros', 'soñadores', 'y', 'hasta', 'gente', 'normal.', 'mira', 'que', 'es', 'extraño,', 'sigo', 'aquí', 'en', 'madrid', 'y', 'despacio', 'me', 'va', 'matando.', 'mira', 'que', 'es', 'extraño,', 'quiero', 'irme', 'de', 'aquí', 'y', 'a', 'la', 'vez', 'lo', 'sigo', 'amando.', 'mira', 'que', 'es', 'extraño,', 'sigo', 'aquí', 'en', 'madrid', 'y', 'despacio', 'me', 'va', 'matando.', 'mira', 'que', 'es', 'extraño,', 'quiero', 'irme', 'de', 'aquí', 'y', 'a', 'la', 'vez', 'lo', 'sigo', 'amando.', 'no', 'no', 'no', 'no', 'no', 'es', 'que', 'sea', 'extraño,', 'en', 'sus', 'calles', 'aprendí', 'a', 'seguir', 'luchando,', 'a', 'seguir', 'luchando,', 'aquí', 'en', 'madrid.']
4;26. Jesús de chamberí.docx;JESUS DE CHAMBERI;MAGO DE OZ;MADRID;1996;ROCK-METAL;26;MAGO DE OZ;MALE;"['Era una fría noche de abril', 'El cielo se cubrió de sombras', 'La lluvia hacía el amor acariciando Madrid', 'Y el verbo se hizo carne y habitó en Chamberí', 'De su profundo sueño despertó', '""Tumbao"" en un banco en medio de la plaza', 'Envuelto entre sábanas de frío y cartón', 'A flor de piel su rabia y en su mirada la razón.', 'En su mirada la razón', '""Escuchad mi palabra', 'Un mandamiento nuevo os doy:', 'Derribad las naciones', 'Con tolerancia y golpes de amor""', 'Mi reino no es de este mundo', 'Y en mi patria no se pone el sol', 'Donde la paz aborta nacen sus fronteras', 'Mi ejército el instinto y por juez el corazón', 'Mi política es la libertad,', 'Yo soy el rey de los oprimidos', 'Por cada preso de conciencia que encarceláis', 'El miedo y la ignorancia a vuestra piel encadenáis', 'A vuestra piel encadenais', '""Escuchad mi palabra', 'Un mandamiento nuevo os doy:', 'Derribad las naciones,', 'Con tolerancia y golpes de amor"".', 'En un callejón', 'Sara vende su amor', 'Alquila sida hasta las dos', 'Rogando a dios que calme su dolor', 'Su dolor su dolor su dolor', 'Huid del sexo -dice un predicador-', 'Porque es maligno y fuente de pecado,', 'Os dejo un mandamiento nuevo: Haced el amor,', 'Y no pongáis al campo puertas que no he puesto yo.', 'Como discípulos a doce eligió:', 'Dos prostitutas, cinco ex-presidiarios,', 'Dos inmigrantes negros y un poeta de rock,', 'A pedro el vagabundo y a un toxicómano menor', 'A un toxicómano menor', '""Escuchad mi palabra', 'Un mandamiento nuevo os doy:', 'Derribad las naciones,', 'Con tolerancia y golpes de amor"".', '""Escuchad mi palabra', 'Un mandamiento nuevo os doy:', 'Derribad las naciones,', 'Con tolerancia y golpes de amor"".', '""Escuchad mi palabra', 'Un mandamiento nuevo os doy']";"Era una fría noche de abril El cielo se cubrió de sombras La lluvia hacía el amor acariciando Madrid Y el verbo se hizo carne y habitó en Chamberí De su profundo sueño despertó ""Tumbao"" en un banco en medio de la plaza Envuelto entre sábanas de frío y cartón A flor de piel su rabia y en su mirada la razón. En su mirada la razón ""Escuchad mi palabra Un mandamiento nuevo os doy: Derribad las naciones Con tolerancia y golpes de amor"" Mi reino no es de este mundo Y en mi patria no se pone el sol Donde la paz aborta nacen sus fronteras Mi ejército el instinto y por juez el corazón Mi política es la libertad, Yo soy el rey de los oprimidos Por cada preso de conciencia que encarceláis El miedo y la ignorancia a vuestra piel encadenáis A vuestra piel encadenais ""Escuchad mi palabra Un mandamiento nuevo os doy: Derribad las naciones, Con tolerancia y golpes de amor"". En un callejón Sara vende su amor Alquila sida hasta las dos Rogando a dios que calme su dolor Su dolor su dolor su dolor Huid del sexo -dice un predicador- Porque es maligno y fuente de pecado, Os dejo un mandamiento nuevo: Haced el amor, Y no pongáis al campo puertas que no he puesto yo. Como discípulos a doce eligió: Dos prostitutas, cinco ex-presidiarios, Dos inmigrantes negros y un poeta de rock, A pedro el vagabundo y a un toxicómano menor A un toxicómano menor ""Escuchad mi palabra Un mandamiento nuevo os doy: Derribad las naciones, Con tolerancia y golpes de amor"". ""Escuchad mi palabra Un mandamiento nuevo os doy: Derribad las naciones, Con tolerancia y golpes de amor"". ""Escuchad mi palabra Un mandamiento nuevo os doy";"['era', 'una', 'fría', 'noche', 'de', 'abril', 'el', 'cielo', 'se', 'cubrió', 'de', 'sombras', 'la', 'lluvia', 'hacía', 'el', 'amor', 'acariciando', 'madrid', 'y', 'el', 'verbo', 'se', 'hizo', 'carne', 'y', 'habitó', 'en', 'chamberí', 'de', 'su', 'profundo', 'sueño', 'despertó', '""tumbao""', 'en', 'un', 'banco', 'en', 'medio', 'de', 'la', 'plaza', 'envuelto', 'entre', 'sábanas', 'de', 'frío', 'y', 'cartón', 'a', 'flor', 'de', 'piel', 'su', 'rabia', 'y', 'en', 'su', 'mirada', 'la', 'razón.', 'en', 'su', 'mirada', 'la', 'razón', '""escuchad', 'mi', 'palabra', 'un', 'mandamiento', 'nuevo', 'os', 'doy:', 'derribad', 'las', 'naciones', 'con', 'tolerancia', 'y', 'golpes', 'de', 'amor""', 'mi', 'reino', 'no', 'es', 'de', 'este', 'mundo', 'y', 'en', 'mi', 'patria', 'no', 'se', 'pone', 'el', 'sol', 'donde', 'la', 'paz', 'aborta', 'nacen', 'sus', 'fronteras', 'mi', 'ejército', 'el', 'instinto', 'y', 'por', 'juez', 'el', 'corazón', 'mi', 'política', 'es', 'la', 'libertad,', 'yo', 'soy', 'el', 'rey', 'de', 'los', 'oprimidos', 'por', 'cada', 'preso', 'de', 'conciencia', 'que', 'encarceláis', 'el', 'miedo', 'y', 'la', 'ignorancia', 'a', 'vuestra', 'piel', 'encadenáis', 'a', 'vuestra', 'piel', 'encadenais', '""escuchad', 'mi', 'palabra', 'un', 'mandamiento', 'nuevo', 'os', 'doy:', 'derribad', 'las', 'naciones,', 'con', 'tolerancia', 'y', 'golpes', 'de', 'amor"".', 'en', 'un', 'callejón', 'sara', 'vende', 'su', 'amor', 'alquila', 'sida', 'hasta', 'las', 'dos', 'rogando', 'a', 'dios', 'que', 'calme', 'su', 'dolor', 'su', 'dolor', 'su', 'dolor', 'su', 'dolor', 'huid', 'del', 'sexo', '-dice', 'un', 'predicador-', 'porque', 'es', 'maligno', 'y', 'fuente', 'de', 'pecado,', 'os', 'dejo', 'un', 'mandamiento', 'nuevo:', 'haced', 'el', 'amor,', 'y', 'no', 'pongáis', 'al', 'campo', 'puertas', 'que', 'no', 'he', 'puesto', 'yo.', 'como', 'discípulos', 'a', 'doce', 'eligió:', 'dos', 'prostitutas,', 'cinco', 'ex-presidiarios,', 'dos', 'inmigrantes', 'negros', 'y', 'un', 'poeta', 'de', 'rock,', 'a', 'pedro', 'el', 'vagabundo', 'y', 'a', 'un', 'toxicómano', 'menor', 'a', 'un', 'toxicómano', 'menor', '""escuchad', 'mi', 'palabra', 'un', 'mandamiento', 'nuevo', 'os', 'doy:', 'derribad', 'las', 'naciones,', 'con', 'tolerancia', 'y', 'golpes', 'de', 'amor"".', '""escuchad', 'mi', 'palabra', 'un', 'mandamiento', 'nuevo', 'os', 'doy:', 'derribad', 'las', 'naciones,', 'con', 'tolerancia', 'y', 'golpes', 'de', 'amor"".', '""escuchad', 'mi', 'palabra', 'un', 'mandamiento', 'nuevo', 'os', 'doy']"
